ID,L1,L2,L3,N1,N2,N3,LA,NA
C48159,0.2187099,0.363798,0.417485,0.2187099,0.363798,0.417485,263.2085807,248.2820718
C48161,0.2632676,0.392883,0.3438404,0.2632676,0.392883,0.3438404,262.7017444,248.5438907
C48163,0.487183,0.390172,0.1226439,0.487183,0.390172,0.1226439,263.0934062,247.0803124
C48165,0.4195215,0.3695,0.2109864,0.4195215,0.3695,0.2109864,261.698175,248.3460414
C48167,0.2123611,0.320864,0.46676,0.2123611,0.320864,0.46676,262.5132479,247.9002849
C48169,0.4764484,0.352295,0.1712616,0.4764484,0.352295,0.1712616,263.5123719,249.1300643
C48171,0.1673307,0.339397,0.4932561,0.1673307,0.339397,0.4932561,263.8174774,249.0168119
C48173,0.2959433,0.317576,0.3864715,0.2959433,0.317576,0.3864715,263.6889104,248.0925469
C48175,0.2399986,0.401687,0.3583018,0.2399986,0.401687,0.3583018,262.6448156,247.3020457
C48177,0.3844011,0.388304,0.2272976,0.3844011,0.388304,0.2272976,262.7835997,250.1018807
C48179,0.2769957,0.37841,0.3445956,0.2769957,0.37841,0.3445956,263.0001463,248.2270583
C48181,0.1891049,0.364707,0.4461983,0.1891049,0.364707,0.4461983,263.2096185,248.1083196
C48183,0.2553683,0.352334,0.3922796,0.2553683,0.352334,0.3922796,263.5284747,248.5089606
C48185,0.3191832,0.399946,0.2808775,0.3191832,0.399946,0.2808775,262.8859408,248.3754226
C48187,0.2217478,0.35264,0.42561,0.2217478,0.35264,0.42561,263.3868829,248.115597
C48189,0.3801538,0.381615,0.2382231,0.3801538,0.381615,0.2382231,262.5774496,248.2746715
C48191,0.3798756,0.345153,0.2749622,0.3798756,0.345153,0.2749622,263.9407151,246.6646708
C48193,0.2101901,0.389158,0.4006426,0.2101901,0.389158,0.4006426,263.4788021,247.6987734
C48195,0.3455672,0.35202,0.3024208,0.3455672,0.35202,0.3024208,262.6984443,247.9392374
C48197,0.2971974,0.387151,0.3156603,0.2971974,0.387151,0.3156603,263.4841518,247.8353053
C48199,0.1839845,0.419097,0.3969328,0.1839845,0.419097,0.3969328,262.2976703,248.2277741
C48201,0.3170386,0.3141765,0.3687843,0.3170386,0.3141765,0.3687843,262.0511781,248.2277887
C48203,0.2628984,0.39455,0.3425521,0.2628984,0.39455,0.3425521,263.3937234,248.6231303
C48205,0.2458833,0.410616,0.3435058,0.2458833,0.410616,0.3435058,263.4517444,248.3477013
C48207,0.3617767,0.388452,0.2497778,0.3617767,0.388452,0.2497778,262.6825996,247.5441727
C48209,0.2109076,0.292006,0.4970839,0.2109076,0.292006,0.4970839,261.9799288,249.0387591
C48211,0.2776035,0.333318,0.3890729,0.2776035,0.333318,0.3890729,263.3889014,247.4810897
C48213,0.2321984,0.388052,0.3797412,0.2321984,0.388052,0.3797412,263.3937527,247.9595304
C48215,0.5367435,0.305132,0.1581205,0.5367435,0.305132,0.1581205,262.4036165,248.1562944
C48217,0.2748867,0.387881,0.3372348,0.2748867,0.387881,0.3372348,263.6040812,247.0354584
C48219,0.3208315,0.347794,0.3313789,0.3208315,0.347794,0.3313789,262.460798,248.6092266
C48221,0.1548724,0.358596,0.4865422,0.1548724,0.358596,0.4865422,262.0042567,248.592882
C48223,0.2587111,0.40672,0.334565,0.2587111,0.40672,0.334565,262.6019283,248.1610476
C48225,0.2840905,0.414153,0.3017678,0.2840905,0.414153,0.3017678,263.507173,248.7272869
C48227,0.292709,0.379325,0.3279609,0.292709,0.379325,0.3279609,263.5003191,248.248146
C48229,0.6011405,0.331922,0.0669346,0.6011405,0.331922,0.0669346,263.3497535,246.9294182
C48231,0.2438492,0.391185,0.3649616,0.2438492,0.391185,0.3649616,263.3365828,248.3318488
C48233,0.2316045,0.361623,0.4067743,0.2316045,0.361623,0.4067743,262.9441661,248.2290063
C48235,0.1772231,0.406944,0.4158362,0.1772231,0.406944,0.4158362,263.3218488,248.7391835
C48237,0.283632,0.447741,0.2686251,0.283632,0.447741,0.2686251,262.2416426,247.8710669
C48239,0.2557874,0.384421,0.3597996,0.2557874,0.384421,0.3597996,263.045594,247.6819725
C48241,0.2303929,0.477036,0.2925809,0.2303929,0.477036,0.2925809,261.4503438,248.6522809
C48243,0.2460555,0.271532,0.482411,0.2460555,0.271532,0.482411,262.4874377,248.154731
C48245,0.2926996,0.386253,0.3210465,0.2926996,0.386253,0.3210465,263.8845604,248.3606394
C48247,0.4149277,0.374229,0.2108481,0.4149277,0.374229,0.2108481,263.6342227,248.3409796
C48249,0.4211758,0.391507,0.1873282,0.4211758,0.391507,0.1873282,262.630191,247.9170096
C48251,0.2279524,0.382437,0.3896197,0.2279524,0.382437,0.3896197,262.671989,247.6236442
C48253,0.3279252,0.432595,0.2394905,0.3279252,0.432595,0.2394905,263.5610824,247.8557498
C48255,0.3572695,0.408692,0.234052,0.3572695,0.408692,0.234052,263.8318731,249.0709987
C48257,0.2341934,0.380874,0.38492,0.2341934,0.380874,0.38492,263.0331239,248.8119898
C48259,0.1335899,0.310837,0.555557,0.1335899,0.310837,0.555557,263.1773623,248.7937356
C48261,0.4826888,0.3548,0.1625224,0.4826888,0.3548,0.1625224,264.1300077,249.2408055
C48263,0.2605298,0.365006,0.374467,0.2605298,0.365006,0.374467,263.0924582,248.6778848
C48265,0.2138193,0.339947,0.446226,0.2138193,0.339947,0.446226,263.4100841,247.8405662
C48267,0.2534073,0.385679,0.360911,0.2534073,0.385679,0.360911,263.1841494,248.1064472
C48269,0.2419757,0.416242,0.341764,0.2419757,0.416242,0.341764,262.145846,245.9015717
C48271,0.4202116,0.346872,0.232898,0.4202116,0.346872,0.232898,262.1889641,247.139235
C48273,0.3646011,0.29002,0.34537,0.3646011,0.29002,0.34537,262.5401837,247.8338034
C48275,0.2867693,0.385218,0.328001,0.2867693,0.385218,0.328001,263.2347244,248.4741468
C48277,0.2326593,0.390044,0.377303,0.2326593,0.390044,0.377303,262.3979448,248.220457
C48279,0.3778295,0.364141,0.258035,0.3778295,0.364141,0.258035,262.3122103,248.8578493
C48281,0.1812951,0.329715,0.488992,0.1812951,0.329715,0.488992,261.5954245,248.5012899
C48283,0.4802943,0.397669,0.122046,0.4802943,0.397669,0.122046,263.3867846,248.0653367
C48285,0.2398126,0.444571,0.315621,0.2398126,0.444571,0.315621,263.3060954,246.3090496
C48287,0.2701422,0.409577,0.320277,0.2701422,0.409577,0.320277,262.7945187,247.8747902
C48289,0.2358172,0.417497,0.346687,0.2358172,0.417497,0.346687,263.3436403,246.1874485
C48291,0.3100386,0.430586,0.259383,0.3100386,0.430586,0.259383,263.3980105,247.8722099
C48293,0.3100822,0.391374,0.298542,0.3100822,0.391374,0.298542,263.5959239,247.087865
C48295,0.257422,0.386514,0.356045,0.257422,0.386514,0.356045,263.2712198,247.5751712
C48297,0.2975297,0.395271,0.307218,0.2975297,0.395271,0.307218,263.0690975,247.4921352
C48299,0.1850355,0.339206,0.475782,0.1850355,0.339206,0.475782,262.7272651,248.1484119
C48301,0.2976059,0.378403,0.323988,0.2976059,0.378403,0.323988,263.6030341,248.3023621
C48303,0.2506088,0.321436,0.427964,0.2506088,0.321436,0.427964,263.7703138,247.2848459
C48305,0.3377982,0.376715,0.2855,0.3377982,0.376715,0.2855,262.9965904,247.7571246
C48307,0.3075765,0.375526,0.316874,0.3075765,0.375526,0.316874,263.1782492,247.6065555
C48309,0.2597134,0.348,0.392276,0.2597134,0.348,0.392276,263.2523446,247.7938726
C48311,0.2280826,0.387852,0.384067,0.2280826,0.387852,0.384067,262.4006121,248.3673718
C48313,0.312493,0.415834,0.271673,0.312493,0.415834,0.271673,263.5150478,248.9329471
C48315,0.2877536,0.434581,0.277653,0.2877536,0.434581,0.277653,262.2057141,248.1139595
C48317,0.3163983,0.362107,0.321532,0.3163983,0.362107,0.321532,262.9409653,248.0624176
C48319,0.1840821,0.377751,0.438166,0.1840821,0.377751,0.438166,264.2369455,247.3704545
C48321,0.3438875,0.383205,0.272923,0.3438875,0.383205,0.272923,262.6265845,249.3488358
C48323,0.5569685,0.292802,0.1502227,0.5569685,0.292802,0.1502227,263.8588479,247.9500409
C48325,0.2882304,0.363403,0.348351,0.2882304,0.363403,0.348351,263.4467375,247.6045487
C48327,0.2854524,0.400712,0.313834,0.2854524,0.400712,0.313834,263.1335459,249.1140335
C48329,0.2450515,0.318296,0.436656,0.2450515,0.318296,0.436656,263.2355714,247.1966316
C48331,0.2847263,0.40771,0.307557,0.2847263,0.40771,0.307557,264.2272045,250.1601764
C48333,0.221655,0.341086,0.437253,0.221655,0.341086,0.437253,263.5613255,247.1891689
C48335,0.3396528,0.391966,0.268388,0.3396528,0.391966,0.268388,263.549291,248.2064028
C48337,0.2278177,0.402343,0.36984,0.2278177,0.402343,0.36984,263.2175058,248.4504976
C48339,0.1866748,0.340639,0.4726894,0.1866748,0.340639,0.4726894,262.9635337,248.1608111
C48341,0.4418826,0.33336,0.224762,0.4418826,0.33336,0.224762,262.9264584,247.8221306
C48343,0.2405538,0.417706,0.341745,0.2405538,0.417706,0.341745,263.2464563,247.9892976
C48345,0.1864139,0.391755,0.421819,0.1864139,0.391755,0.421819,263.0410658,248.013572
C48347,0.2897561,0.348882,0.361328,0.2897561,0.348882,0.361328,262.1804788,248.05794
C48349,0.3228291,0.366554,0.310611,0.3228291,0.366554,0.310611,262.4983937,247.5234874
C48351,0.2349454,0.502785,0.262283,0.2349454,0.502785,0.262283,263.3089923,247.7640738
C48353,0.2941168,0.383014,0.322884,0.2941168,0.383014,0.322884,262.8868176,247.9819192
C48355,0.3221611,0.33794,0.339885,0.3221611,0.33794,0.339885,263.5332488,247.2700906
C48357,0.3308582,0.358669,0.310473,0.3308582,0.358669,0.310473,263.7831004,246.0084417
C48359,0.207184,0.328974,0.463846,0.207184,0.328974,0.463846,262.7376913,247.4943037
C48361,0.1844837,0.423182,0.392336,0.1844837,0.423182,0.392336,263.7876858,247.1112485
C48363,0.2448195,0.397615,0.357559,0.2448195,0.397615,0.357559,262.0549673,247.5870119
C48365,0.2309303,0.380451,0.388624,0.2309303,0.380451,0.388624,262.7664417,248.0997025
C48367,0.1473739,0.341907,0.510713,0.1473739,0.341907,0.510713,263.7269472,247.9334194
C48369,0.4150196,0.367112,0.2178752,0.4150196,0.367112,0.2178752,262.1176965,248.3984156
C48371,0.4254699,0.389907,0.1846182,0.4254699,0.389907,0.1846182,263.5870713,248.9927804
C48373,0.2629906,0.424672,0.312328,0.2629906,0.424672,0.312328,261.9424897,247.4363332
C48375,0.3335742,0.351578,0.314856,0.3335742,0.351578,0.314856,264.0411713,248.8915204
C48377,0.5408076,0.284527,0.1746691,0.5408076,0.284527,0.1746691,262.7012451,247.1581753
C48379,0.2163574,0.443594,0.340042,0.2163574,0.443594,0.340042,262.8169822,248.0833435
C48381,0.1499648,0.299367,0.55067,0.1499648,0.299367,0.55067,261.8147677,247.7650554
C48383,0.4039151,0.395427,0.2006596,0.4039151,0.395427,0.2006596,263.2800261,247.8322516
C48385,0.2601689,0.333882,0.405952,0.2601689,0.333882,0.405952,263.1367754,248.2549716
C48387,0.2752146,0.429314,0.295444,0.2752146,0.429314,0.295444,263.9582895,248.0213979
C48389,0.4836935,0.339949,0.1763577,0.4836935,0.339949,0.1763577,263.7012824,248.4806476
C48391,0.330196,0.400182,0.269608,0.330196,0.400182,0.269608,263.262983,248.8153779
C48393,0.0942639,0.352437,0.553314,0.0942639,0.352437,0.553314,262.9239654,248.0031674
C48395,0.266715,0.401039,0.332245,0.266715,0.401039,0.332245,263.6587088,247.1808277
C48397,0.1361263,0.300737,0.563144,0.1361263,0.300737,0.563144,263.1978537,248.0321067
C48399,0.2969904,0.402948,0.300068,0.2969904,0.402948,0.300068,263.6735057,248.1051298
C48401,0.2836275,0.380844,0.335518,0.2836275,0.380844,0.335518,262.5998928,248.0746128
C48403,0.2369547,0.464237,0.298827,0.2369547,0.464237,0.298827,263.5635097,247.2845637
C48405,0.3026667,0.459852,0.237463,0.3026667,0.459852,0.237463,261.743347,248.0899706
C48407,0.2641425,0.471797,0.264048,0.2641425,0.471797,0.264048,262.1361017,247.1846604
C48409,0.3279674,0.365227,0.306806,0.3279674,0.365227,0.306806,263.684342,247.87013
C48411,0.3214305,0.376328,0.302263,0.3214305,0.376328,0.302263,263.2625171,246.6398924
C48413,0.3308494,0.320181,0.348977,0.3308494,0.320181,0.348977,262.7282616,247.4308027
C48415,0.2775909,0.379325,0.343072,0.2775909,0.379325,0.343072,262.8710616,247.56408
C48417,0.2172511,0.354228,0.428536,0.2172511,0.354228,0.428536,262.6534867,248.080744
C48419,0.3373812,0.408607,0.253991,0.3373812,0.408607,0.253991,262.2704856,248.6320717
C48421,0.3322149,0.336771,0.331024,0.3322149,0.336771,0.331024,263.0015484,247.4292877
C48423,0.2406446,0.328017,0.431346,0.2406446,0.328017,0.431346,262.6675299,247.4384163
C48425,0.2434035,0.362312,0.394278,0.2434035,0.362312,0.394278,263.1915521,247.5476562
C48427,0.6721512,0.320347,0.0075126,0.6721512,0.320347,0.0075126,263.4145903,247.3397528
C48429,0.3078797,0.388732,0.30339,0.3078797,0.388732,0.30339,261.632511,247.5761627
C48431,0.2551168,0.400341,0.344543,0.2551168,0.400341,0.344543,262.6573689,247.2405404
C48433,0.2955248,0.432979,0.271493,0.2955248,0.432979,0.271493,262.5994055,247.5604458
C48435,0.319721,0.342577,0.337699,0.319721,0.342577,0.337699,263.7023475,248.105152
C48437,0.3281782,0.40373,0.268074,0.3281782,0.40373,0.268074,262.7763424,249.1141445
C48439,0.2363202,0.3152795,0.4484015,0.2363202,0.3152795,0.4484015,263.4482106,248.4726128
C48441,0.2113926,0.351343,0.4372652,0.2113926,0.351343,0.4372652,263.3196761,248.409075
C48443,0.3938242,0.36085,0.245311,0.3938242,0.36085,0.245311,263.4745015,247.3073275
C48445,0.3941389,0.372398,0.2334745,0.3941389,0.372398,0.2334745,262.9246632,248.0778078
C48447,0.244891,0.374306,0.38083,0.244891,0.374306,0.38083,263.2434995,248.9729044
C48449,0.3804027,0.35642,0.263168,0.3804027,0.35642,0.263168,262.1596411,247.7746827
C48451,0.2667961,0.351727,0.381507,0.2667961,0.351727,0.381507,263.0461818,248.5041123
C48453,0.2087457,0.2571458,0.5341102,0.2087457,0.2571458,0.5341102,263.3048674,248.8701884
C48455,0.2292738,0.433722,0.336987,0.2292738,0.433722,0.336987,262.7346793,248.3797629
C48457,0.2303724,0.452861,0.316767,0.2303724,0.452861,0.316767,263.0424561,246.7837377
C48459,0.2247044,0.38526,0.39005,0.2247044,0.38526,0.39005,263.0705635,248.1211338
C48461,0.3747874,0.409727,0.2154965,0.3747874,0.409727,0.2154965,263.885228,246.5047689
C48463,0.4296626,0.301476,0.268854,0.4296626,0.301476,0.268854,262.8581565,248.5517626
C48465,0.4678128,0.32438,0.207813,0.4678128,0.32438,0.207813,263.3158516,248.2576997
C48467,0.2255209,0.399058,0.375426,0.2255209,0.399058,0.375426,263.4375435,247.2511616
C48469,0.2773782,0.364061,0.358564,0.2773782,0.364061,0.358564,263.3600862,248.0189194
C48471,0.2861605,0.407663,0.306197,0.2861605,0.407663,0.306197,263.752673,248.0510226
C48473,0.3310882,0.368055,0.300823,0.3310882,0.368055,0.300823,262.5027542,248.4800887
C48475,0.3422626,0.388613,0.26912,0.3422626,0.388613,0.26912,262.9824574,247.5489326
C48477,0.2568227,0.374276,0.368891,0.2568227,0.374276,0.368891,261.3724261,248.4098083
C48479,0.5239707,0.3137139,0.1623154,0.5239707,0.3137139,0.1623154,263.9421895,247.9083724
C48481,0.3366893,0.385154,0.278163,0.3366893,0.385154,0.278163,263.1236827,248.4129885
C48483,0.27474,0.36871,0.356542,0.27474,0.36871,0.356542,263.4184064,247.7465989
C48485,0.2233955,0.371785,0.404832,0.2233955,0.371785,0.404832,263.3568755,246.7655753
C48487,0.3043002,0.373824,0.321864,0.3043002,0.373824,0.321864,261.3290578,247.7126432
C48489,0.5567113,0.383766,0.0595158,0.5567113,0.383766,0.0595158,261.7581466,248.5722086
C48491,0.1417071,0.287139,0.571151,0.1417071,0.287139,0.571151,263.4309779,248.1140294
C48493,0.2452358,0.388483,0.36627,0.2452358,0.388483,0.36627,263.4480491,248.5957507
C48495,0.4207924,0.353395,0.225829,0.4207924,0.353395,0.225829,262.8617186,247.9387139
C48497,0.2190921,0.397187,0.383708,0.2190921,0.397187,0.383708,263.2952026,246.0201931
C48499,0.2030197,0.389265,0.407706,0.2030197,0.389265,0.407706,262.8769891,248.6080553
C48501,0.3752064,0.353518,0.271248,0.3752064,0.353518,0.271248,262.8127421,248.0643528
C48503,0.2409358,0.392285,0.366781,0.2409358,0.392285,0.366781,262.1009938,247.3646452
C48505,0.6433073,0.311019,0.0456566,0.6433073,0.311019,0.0456566,262.7006766,248.3633855
C48507,0.5881597,0.337445,0.0743883,0.5881597,0.337445,0.0743883,262.4124228,248.1212568
C49001,0.1639643,0.416461,0.419564,0.1639643,0.416461,0.419564,262.2403763,248.3108869
C49003,0.1427597,0.380048,0.477208,0.1427597,0.380048,0.477208,262.3173637,248.297244
C49005,0.1367381,0.305965,0.557287,0.1367381,0.305965,0.557287,263.4479471,247.8460197
C49007,0.1936227,0.3504063,0.4559717,0.1936227,0.3504063,0.4559717,262.3422462,247.9830844
C49009,0.1074578,0.436005,0.456545,0.1074578,0.436005,0.456545,263.3333339,247.6030778
C49011,0.1040702,0.303733,0.592212,0.1040702,0.303733,0.592212,262.2795441,247.1900853
C49013,0.1910594,0.412329,0.396613,0.1910594,0.412329,0.396613,262.8670373,249.527659
C49015,0.1555843,0.3857847,0.4586319,0.1555843,0.3857847,0.4586319,262.4760308,248.0702395
C49017,0.1543581,0.398946,0.446706,0.1543581,0.398946,0.446706,262.986007,247.7487318
C49019,0.1606879,0.344234,0.4950765,0.1606879,0.344234,0.4950765,262.1964185,248.6046577
C49021,0.1641464,0.323521,0.512326,0.1641464,0.323521,0.512326,263.0458804,248.6978292
C49023,0.1599892,0.411027,0.42899,0.1599892,0.411027,0.42899,262.2808036,248.8589349
C49025,0.1194577,0.364417,0.516148,0.1194577,0.364417,0.516148,262.3091337,248.3049177
C49027,0.1747315,0.374118,0.45116,0.1747315,0.374118,0.45116,262.7443526,247.7547649
C49029,0.0506785,0.306809,0.642533,0.0506785,0.306809,0.642533,262.9441281,248.4673111
C49031,0.2341581,0.424041,0.341802,0.2341581,0.424041,0.341802,263.3614461,248.0732384
C49033,0.0953497,0.40484,0.499783,0.0953497,0.40484,0.499783,262.819215,247.6562286
C49035,0.1734183,0.313598,0.5129828,0.1734183,0.313598,0.5129828,263.2684653,247.1144007
C49037,0.2282382,0.382059,0.389706,0.2282382,0.382059,0.389706,263.1839883,249.0175872
C49039,0.1798737,0.346247,0.473871,0.1798737,0.346247,0.473871,262.849646,247.2671423
C49041,0.1679356,0.37536,0.456714,0.1679356,0.37536,0.456714,263.1101634,247.827896
C49043,0.1085186,0.264255,0.627238,0.1085186,0.264255,0.627238,263.4055171,247.2690501
C49045,0.1501953,0.380546,0.469286,0.1501953,0.380546,0.469286,263.2681506,246.6827867
C49047,0.179933,0.403484,0.416584,0.179933,0.403484,0.416584,262.3423122,247.5607131
C49049,0.1248623,0.269373,0.605786,0.1248623,0.269373,0.605786,262.2906545,248.7965517
C49051,0.1351649,0.284467,0.58038,0.1351649,0.284467,0.58038,263.5820918,249.1852575
C49053,0.1480868,0.321181,0.530731,0.1480868,0.321181,0.530731,263.6378383,247.6309704
C49055,0.1224288,0.324475,0.553076,0.1224288,0.324475,0.553076,263.3075387,247.8389075
C49057,0.1789132,0.35937,0.461725,0.1789132,0.35937,0.461725,263.3308593,247.9083252
C50001,0.1147773,0.355445,0.529774,0.1147773,0.355445,0.529774,263.5706581,247.7797164
C50003,0.1352495,0.342771,0.521984,0.1352495,0.342771,0.521984,262.29841,249.084034
C50005,0.1417282,0.386631,0.471638,0.1417282,0.386631,0.471638,262.5938077,247.2029732
C50007,0.0978721,0.272557,0.629566,0.0978721,0.272557,0.629566,262.5113346,248.5652322
C50009,0.2136507,0.445414,0.340939,0.2136507,0.445414,0.340939,264.098709,248.3535934
C5001,0.2838996,0.42713,0.2889656,0.2838996,0.42713,0.2889656,263.3687213,248.4413516
C50011,0.1421943,0.399358,0.45845,0.1421943,0.399358,0.45845,261.4256689,248.7447154
C50013,0.1071724,0.3307,0.562128,0.1071724,0.3307,0.562128,262.4246256,247.9671602
C50015,0.1269735,0.316926,0.556097,0.1269735,0.316926,0.556097,262.3430235,247.5269562
C50017,0.1376075,0.378388,0.484018,0.1376075,0.378388,0.484018,263.2842056,248.3461657
C50019,0.1819178,0.406826,0.411258,0.1819178,0.406826,0.411258,263.5371185,248.0100615
C50021,0.1404166,0.375529,0.484032,0.1404166,0.375529,0.484032,263.8617522,247.2758908
C50023,0.1182447,0.330188,0.551549,0.1182447,0.330188,0.551549,262.7092614,248.0070878
C50025,0.1365507,0.344806,0.51864,0.1365507,0.344806,0.51864,262.4904018,247.5689787
C50027,0.119004,0.352326,0.528676,0.119004,0.352326,0.528676,261.6127473,247.5157316
C5003,0.2769944,0.419039,0.303957,0.2769944,0.419039,0.303957,262.2284674,249.0838568
C5005,0.1743184,0.376485,0.449186,0.1743184,0.376485,0.449186,263.6626932,248.2954947
C5007,0.1891107,0.347885,0.4630068,0.1891107,0.347885,0.4630068,263.3111082,248.6901124
C5009,0.2050319,0.379309,0.4156787,0.2050319,0.379309,0.4156787,263.1408019,248.8656948
C5011,0.3491713,0.430044,0.2207641,0.3491713,0.430044,0.2207641,262.6467654,247.9889345
C5013,0.2823381,0.488074,0.2295906,0.2823381,0.488074,0.2295906,263.7107425,247.7841427
C5015,0.2331145,0.379018,0.3878639,0.2331145,0.379018,0.3878639,263.3246737,247.7180545
C5017,0.3616441,0.439911,0.1984437,0.3616441,0.439911,0.1984437,262.6543661,248.1797075
C5019,0.2378119,0.35323,0.4089593,0.2378119,0.35323,0.4089593,262.8745156,247.753782
C5021,0.2746296,0.438907,0.2864558,0.2746296,0.438907,0.2864558,263.5719401,248.226584
C5023,0.2175116,0.406681,0.3757876,0.2175116,0.406681,0.3757876,263.3584701,247.8615962
C5025,0.2358348,0.442702,0.3214631,0.2358348,0.442702,0.3214631,263.5618423,249.219882
C5027,0.2663681,0.415063,0.3185685,0.2663681,0.415063,0.3185685,263.2381185,247.8881629
C5029,0.2462475,0.432935,0.3208129,0.2462475,0.432935,0.3208129,262.5313153,247.1757306
C5031,0.1971348,0.375004,0.4278521,0.1971348,0.375004,0.4278521,263.9417904,247.4304205
C5033,0.2176948,0.415423,0.3668871,0.2176948,0.415423,0.3668871,263.3493464,247.2103057
C5035,0.3266612,0.395665,0.2776829,0.3266612,0.395665,0.2776829,263.9888577,247.4382758
C5037,0.2894395,0.451399,0.2591595,0.2894395,0.451399,0.2591595,263.5024278,248.2932542
C5039,0.270449,0.487415,0.2421268,0.270449,0.487415,0.2421268,264.3250561,247.9222489
C5041,0.3964829,0.425707,0.177806,0.3964829,0.425707,0.177806,263.0577551,248.1465602
C5043,0.3040322,0.400139,0.2958365,0.3040322,0.400139,0.2958365,263.5945879,247.1773687
C5045,0.1648622,0.3443429,0.4907948,0.1648622,0.3443429,0.4907948,262.7928625,247.1299834
C5047,0.2543441,0.425068,0.3205883,0.2543441,0.425068,0.3205883,262.108883,248.0061566
C5049,0.2060347,0.421146,0.3728106,0.2060347,0.421146,0.3728106,262.8409054,249.0136223
C5051,0.1999592,0.352729,0.4473106,0.1999592,0.352729,0.4473106,263.1149642,247.70884
C5053,0.1742433,0.426655,0.3991003,0.1742433,0.426655,0.3991003,263.7329253,248.4580344
C5055,0.2029069,0.438588,0.3584977,0.2029069,0.438588,0.3584977,264.0996799,247.2354111
C5057,0.3458876,0.40882,0.2453004,0.3458876,0.40882,0.2453004,263.345927,247.1976886
C5059,0.2209081,0.428368,0.3507383,0.2209081,0.428368,0.3507383,262.604099,247.5467205
C5061,0.2983281,0.378763,0.3229241,0.2983281,0.378763,0.3229241,262.6563776,248.3338668
C5063,0.2167858,0.399194,0.3840097,0.2167858,0.399194,0.3840097,263.5043562,247.283218
C5065,0.2215228,0.423401,0.3550924,0.2215228,0.423401,0.3550924,264.0982313,247.4898391
C5067,0.3306505,0.438719,0.2306447,0.3306505,0.438719,0.2306447,262.5487804,246.9186028
C5069,0.3165817,0.414056,0.2693664,0.3165817,0.414056,0.2693664,262.7329339,247.5229344
C5071,0.2900837,0.440495,0.2694339,0.2900837,0.440495,0.2694339,262.6044843,248.6091095
C5073,0.3056778,0.444884,0.2494468,0.3056778,0.444884,0.2494468,263.6221454,247.7475215
C5075,0.2371507,0.426466,0.3363796,0.2371507,0.426466,0.3363796,262.6219406,248.7676229
C5077,0.4544231,0.42735,0.1182292,0.4544231,0.42735,0.1182292,262.8135447,248.0639803
C5079,0.3074954,0.496637,0.1958849,0.3074954,0.496637,0.1958849,263.7088411,247.4404563
C5081,0.2498429,0.424496,0.3256728,0.2498429,0.424496,0.3256728,263.7575366,247.4615193
C5083,0.2154303,0.447548,0.337017,0.2154303,0.447548,0.337017,262.749819,248.3867879
C5085,0.1760333,0.373918,0.450044,0.1760333,0.373918,0.450044,263.0185501,248.0052091
C5087,0.2591722,0.470237,0.2705833,0.2591722,0.470237,0.2705833,262.833241,247.2503095
C5089,0.1984067,0.412166,0.38944,0.1984067,0.412166,0.38944,262.1974183,248.5106092
C5091,0.2528491,0.414355,0.3327997,0.2528491,0.414355,0.3327997,262.7322036,246.8935155
C5093,0.3024792,0.401713,0.2958172,0.3024792,0.401713,0.2958172,263.0722131,247.9925842
C5095,0.3622106,0.439107,0.1986844,0.3622106,0.439107,0.1986844,263.3785347,247.2311529
C5097,0.2400494,0.38912,0.3708326,0.2400494,0.38912,0.3708326,262.9478645,248.4684064
C5099,0.3191924,0.455175,0.2256386,0.3191924,0.455175,0.2256386,262.8321808,248.2451563
C51001,0.3022625,0.426148,0.271577,0.3022625,0.426148,0.271577,263.4867048,247.6817785
C51003,0.1339026,0.259002,0.607086,0.1339026,0.259002,0.607086,263.2722489,246.8129044
C51005,0.2224028,0.403477,0.374109,0.2224028,0.403477,0.374109,263.2280473,247.5911738
C51007,0.2637191,0.404386,0.331913,0.2637191,0.404386,0.331913,263.1793218,247.2158869
C51009,0.2399094,0.388018,0.37208,0.2399094,0.388018,0.37208,264.0298389,247.8914141
C5101,0.2537065,0.42542,0.3208799,0.2537065,0.42542,0.3208799,263.34811,248.4614294
C51011,0.2323362,0.389644,0.378009,0.2323362,0.389644,0.378009,263.0973385,248.6833428
C51013,0.1221756,0.176123,0.7017027,0.1221756,0.176123,0.7017027,262.7111102,248.6391051
C51015,0.1850139,0.407115,0.407871,0.1850139,0.407115,0.407871,262.7150173,248.4450763
C51017,0.1575521,0.424519,0.417943,0.1575521,0.424519,0.417943,262.7702844,247.5205494
C51019,0.1566963,0.351721,0.491606,0.1566963,0.351721,0.491606,262.6327099,248.7551685
C51021,0.1698564,0.399489,0.430635,0.1698564,0.399489,0.430635,263.4177096,248.6453122
C51023,0.1406332,0.369652,0.489697,0.1406332,0.369652,0.489697,262.8465823,248.2981076
C51025,0.342595,0.416182,0.241203,0.342595,0.416182,0.241203,262.9528326,248.139825
C51027,0.3180409,0.394576,0.287393,0.3180409,0.394576,0.287393,263.9034145,249.476445
C51029,0.3281782,0.443502,0.228341,0.3281782,0.443502,0.228341,261.9101681,248.2635472
C5103,0.2822218,0.439363,0.2784388,0.2822218,0.439363,0.2784388,263.0996969,248.2274024
C51031,0.1995332,0.377359,0.423124,0.1995332,0.377359,0.423124,263.3864297,246.4973811
C51033,0.2589031,0.406731,0.334367,0.2589031,0.406731,0.334367,262.6009633,248.4320113
