ID,N3,N3-CL,N3-CU,N3-CV,L1,L1-CL,L1-CU,L1-CV,L2,L2-CL,L2-CU,L2-CV,L3,L3-CL,L3-CU,L3-CV,N1,N1-CL,N1-CU,N1-CV,N2,N2-CL,N2-CU,N2-CV,LA,LA-CL,LA-CU,LA-CV,NA,NA-CL,NA-CU,NA-CV
C8093,0.4264,0.3715,0.4882,0.0693,0.0896,0.0547,0.1261,0.1964,0.3591,0.3075,0.4166,0.0778,0.5514,0.4964,0.6011,0.0480,0.1735,0.1282,0.2177,0.1234,0.4001,0.3418,0.4523,0.0684,278.1593,268.7650,287.3999,0.0171,266.8180,256.2945,277.0257,0.0193
C8095,0.3288,0.2726,0.3920,0.0914,0.1783,0.1402,0.2164,0.1068,0.3785,0.3237,0.4386,0.0782,0.4432,0.3845,0.4963,0.0637,0.2755,0.2291,0.3176,0.0809,0.3957,0.3363,0.4512,0.0688,263.1694,253.5914,272.5902,0.0186,250.4340,240.0396,260.8496,0.0210
C8097,0.5337,0.4640,0.6057,0.0648,0.0924,0.0397,0.1421,0.2822,0.2702,0.1998,0.3436,0.1357,0.6374,0.5721,0.7031,0.0525,0.1601,0.1029,0.2171,0.1748,0.3061,0.2327,0.3751,0.1138,283.1703,272.5323,293.6503,0.0188,272.9074,261.1661,284.6010,0.0215
C8099,0.3160,0.2580,0.3770,0.0915,0.2876,0.2503,0.3253,0.0655,0.3210,0.2677,0.3816,0.0895,0.3914,0.3356,0.4400,0.0691,0.3876,0.3446,0.4375,0.0572,0.2964,0.2381,0.3497,0.0950,252.9373,242.8136,262.6015,0.0194,238.3168,227.5508,248.4369,0.0219
C8101,0.3133,0.2447,0.3984,0.1208,0.2541,0.1999,0.3085,0.1082,0.3288,0.2551,0.4057,0.1175,0.4171,0.3466,0.4834,0.0851,0.3593,0.3041,0.4182,0.0781,0.3274,0.2456,0.3962,0.1206,255.4256,244.6043,266.2612,0.0215,238.7611,226.8993,250.2778,0.0245
C8103,0.3564,0.3019,0.4171,0.0839,0.1438,0.1096,0.1796,0.1225,0.3811,0.3302,0.4401,0.0727,0.4751,0.4200,0.5230,0.0550,0.2434,0.2010,0.2917,0.0894,0.4002,0.3430,0.4485,0.0670,269.3229,259.5536,278.6066,0.0176,256.1463,245.9860,266.2462,0.0198
C8105,0.2865,0.2265,0.3527,0.1111,0.2870,0.2445,0.3300,0.0760,0.3338,0.2744,0.3993,0.0953,0.3792,0.3182,0.4339,0.0777,0.3900,0.3408,0.4431,0.0623,0.3234,0.2616,0.3830,0.0968,251.3114,241.3395,261.5417,0.0204,235.5275,224.5121,245.8814,0.0229
C8107,0.4899,0.4239,0.5550,0.0656,0.0997,0.0555,0.1436,0.2287,0.3041,0.2381,0.3743,0.1122,0.5962,0.5334,0.6571,0.0523,0.1795,0.1293,0.2314,0.1444,0.3306,0.2632,0.3905,0.0951,279.6643,270.0367,289.4959,0.0175,268.2716,257.3570,278.9425,0.0205
C8109,0.2673,0.2010,0.3376,0.1303,0.2909,0.2425,0.3404,0.0853,0.3487,0.2824,0.4215,0.1012,0.3603,0.2920,0.4215,0.0904,0.4028,0.3477,0.4615,0.0689,0.3299,0.2589,0.3921,0.1016,251.2312,240.3653,261.9699,0.0214,234.9798,223.4989,246.0945,0.0241
C8111,0.3133,0.2400,0.3975,0.1234,0.1150,0.0528,0.1744,0.2686,0.4267,0.3427,0.5147,0.1016,0.4584,0.3783,0.5350,0.0872,0.2194,0.1442,0.2847,0.1566,0.4673,0.3837,0.5475,0.0833,266.1406,254.6093,277.9222,0.0220,252.6908,239.9646,265.4277,0.0253
C8113,0.5409,0.4756,0.6052,0.0583,0.1111,0.0669,0.1539,0.2014,0.2584,0.1945,0.3257,0.1290,0.6306,0.5705,0.6910,0.0485,0.1773,0.1270,0.2326,0.1445,0.2819,0.2098,0.3430,0.1145,282.4196,272.5900,292.2167,0.0176,272.2212,261.3764,282.8332,0.0198
C8115,0.3729,0.3180,0.4352,0.0814,0.1651,0.1266,0.2052,0.1206,0.3553,0.2987,0.4194,0.0864,0.4796,0.4188,0.5321,0.0599,0.2662,0.2206,0.3232,0.0910,0.3609,0.2988,0.4140,0.0837,269.3205,259.4510,278.8880,0.0181,255.3735,244.3609,265.7894,0.0208
C8117,0.4208,0.3375,0.5088,0.1006,0.1291,0.0593,0.1973,0.2740,0.3279,0.2350,0.4220,0.1466,0.5430,0.4588,0.6255,0.0791,0.2250,0.1457,0.2970,0.1693,0.3543,0.2619,0.4424,0.1251,271.3708,259.8157,283.6881,0.0225,258.2358,244.8717,271.6387,0.0262
C8119,0.4478,0.3896,0.5114,0.0653,0.1020,0.0642,0.1395,0.1868,0.3378,0.2833,0.3974,0.0869,0.5602,0.5041,0.6124,0.0493,0.1842,0.1384,0.2309,0.1215,0.3680,0.3079,0.4208,0.0754,277.3773,267.7691,286.8377,0.0174,266.3091,255.4960,276.7674,0.0198
C8121,0.3653,0.3088,0.4294,0.0838,0.1388,0.1022,0.1765,0.1359,0.3819,0.3275,0.4444,0.0775,0.4793,0.4214,0.5299,0.0587,0.2330,0.1879,0.2812,0.0953,0.4017,0.3423,0.4555,0.0721,270.4091,260.5509,280.0265,0.0183,257.8356,247.2805,268.1578,0.0203
C8123,0.3643,0.3067,0.4266,0.0798,0.2111,0.1761,0.2457,0.0846,0.3300,0.2784,0.3910,0.0868,0.4589,0.4007,0.5075,0.0597,0.2980,0.2551,0.3460,0.0723,0.3377,0.2795,0.3891,0.0813,263.1633,253.5850,272.8556,0.0184,250.0563,239.7410,260.3127,0.0207
C8125,0.2984,0.2422,0.3595,0.1023,0.2249,0.1880,0.2635,0.0844,0.3753,0.3203,0.4358,0.0780,0.3998,0.3400,0.4498,0.0693,0.3305,0.2853,0.3793,0.0694,0.3712,0.3125,0.4235,0.0748,258.5222,248.8824,268.0245,0.0187,244.4550,233.7156,254.8104,0.0214
C9001,0.4361,0.3768,0.4959,0.0646,0.1763,0.1396,0.2081,0.0998,0.2896,0.2361,0.3438,0.0923,0.5340,0.4861,0.5839,0.0470,0.2599,0.2156,0.3002,0.0786,0.3040,0.2546,0.3604,0.0860,272.0728,262.4196,281.8145,0.0177,259.3053,249.1171,269.2375,0.0194
C9009,0.3635,0.3044,0.4202,0.0781,0.1910,0.1535,0.2253,0.0946,0.3395,0.2844,0.3922,0.0804,0.4695,0.4211,0.5217,0.0542,0.2932,0.2490,0.3342,0.0701,0.3434,0.2905,0.4018,0.0789,266.6485,257.2098,276.2303,0.0183,251.8542,241.6947,262.1134,0.0204
C9011,0.4051,0.3424,0.4635,0.0731,0.1504,0.1109,0.1846,0.1268,0.3392,0.2814,0.3953,0.0853,0.5104,0.4566,0.5660,0.0531,0.2406,0.1946,0.2850,0.0903,0.3543,0.3018,0.4125,0.0779,271.9231,261.9632,281.8332,0.0184,258.8562,248.4310,269.5442,0.0205
C9013,0.4710,0.4122,0.5269,0.0602,0.1046,0.0673,0.1367,0.1662,0.3170,0.2642,0.3704,0.0834,0.5784,0.5321,0.6280,0.0431,0.1765,0.1348,0.2185,0.1134,0.3526,0.3020,0.4074,0.0742,281.1336,271.9831,290.7489,0.0171,270.3637,260.4477,280.4565,0.0189
C9015,0.3667,0.3050,0.4250,0.0820,0.1794,0.1392,0.2148,0.1054,0.3574,0.3024,0.4140,0.0789,0.4632,0.4111,0.5183,0.0577,0.2725,0.2262,0.3162,0.0788,0.3608,0.3086,0.4172,0.0746,267.1073,257.4127,276.7706,0.0186,253.9622,243.8901,264.2849,0.0204
C10001,0.2992,0.2469,0.3595,0.0940,0.2240,0.1885,0.2601,0.0798,0.3685,0.3210,0.4152,0.0649,0.4075,0.3622,0.4541,0.0561,0.3507,0.3010,0.3891,0.0710,0.3501,0.3015,0.4075,0.0757,260.2251,250.5718,269.7213,0.0187,244.6055,234.4250,254.7563,0.0209
C10005,0.3140,0.2584,0.3694,0.0859,0.2109,0.1761,0.2471,0.0815,0.3683,0.3229,0.4146,0.0631,0.4208,0.3767,0.4654,0.0534,0.3213,0.2761,0.3598,0.0681,0.3647,0.3193,0.4212,0.0719,262.1892,252.6954,271.8714,0.0184,247.9733,238.0034,257.9249,0.0205
C12001,0.4156,0.3494,0.4765,0.0763,0.1853,0.1437,0.2281,0.1156,0.2922,0.2330,0.3511,0.1031,0.5225,0.4680,0.5791,0.0534,0.2948,0.2508,0.3486,0.0906,0.2897,0.2267,0.3460,0.1036,271.8067,261.9888,281.5670,0.0183,255.2366,244.2958,265.6098,0.0208
C12003,0.2184,0.1644,0.2665,0.1218,0.2374,0.2050,0.2709,0.0704,0.4366,0.3927,0.4806,0.0515,0.3260,0.2837,0.3684,0.0661,0.3688,0.3306,0.4095,0.0535,0.4128,0.3658,0.4614,0.0572,254.1998,245.3378,263.0471,0.0175,238.2266,228.5745,247.6605,0.0201
C12005,0.3298,0.2699,0.3819,0.0874,0.1837,0.1485,0.2188,0.0971,0.3706,0.3228,0.4207,0.0665,0.4457,0.3992,0.4915,0.0528,0.2939,0.2540,0.3392,0.0728,0.3762,0.3253,0.4287,0.0668,265.0619,255.6457,273.7217,0.0175,250.2221,240.4479,259.8571,0.0198
C12007,0.1962,0.1311,0.2514,0.1626,0.2970,0.2553,0.3376,0.0709,0.4240,0.3704,0.4775,0.0636,0.2790,0.2312,0.3311,0.0903,0.4383,0.3912,0.4872,0.0530,0.3655,0.3111,0.4234,0.0801,246.4571,236.6159,255.8741,0.0194,230.3783,219.8540,240.6006,0.0226
C12009,0.3772,0.3223,0.4259,0.0703,0.1612,0.1303,0.1932,0.0975,0.3431,0.3011,0.3862,0.0624,0.4957,0.4550,0.5367,0.0418,0.2566,0.2204,0.2990,0.0791,0.3662,0.3208,0.4133,0.0619,270.7263,261.6557,279.5916,0.0164,256.5916,246.6997,266.0238,0.0188
C12013,0.1614,0.0706,0.2400,0.2783,0.2920,0.2238,0.3561,0.1157,0.4556,0.3695,0.5391,0.0942,0.2524,0.1748,0.3322,0.1574,0.4311,0.3567,0.5023,0.0816,0.4075,0.3271,0.4984,0.1105,242.5089,231.0075,253.7513,0.0241,227.3690,214.7296,240.1392,0.0284
C12015,0.3207,0.2593,0.3707,0.0926,0.1700,0.1326,0.2062,0.1094,0.3887,0.3394,0.4382,0.0642,0.4412,0.3932,0.4882,0.0534,0.2726,0.2297,0.3190,0.0827,0.4067,0.3586,0.4608,0.0623,265.3295,256.0250,274.4670,0.0173,251.4133,241.4225,261.1244,0.0197
C12017,0.2793,0.2130,0.3321,0.1136,0.2012,0.1651,0.2368,0.0909,0.4087,0.3573,0.4588,0.0630,0.3901,0.3416,0.4392,0.0621,0.3145,0.2756,0.3599,0.0732,0.4062,0.3530,0.4605,0.0647,259.9355,250.4835,268.9831,0.0176,244.8381,234.9704,254.4180,0.0201
C12019,0.3581,0.3013,0.4089,0.0738,0.1623,0.1298,0.1946,0.0967,0.3604,0.3178,0.4036,0.0596,0.4773,0.4367,0.5188,0.0437,0.2566,0.2189,0.2985,0.0779,0.3854,0.3415,0.4332,0.0580,269.3346,260.3379,278.2292,0.0165,255.8263,246.3347,265.3693,0.0185
C12021,0.3259,0.2581,0.3810,0.0981,0.2281,0.1882,0.2681,0.0891,0.3350,0.2801,0.3904,0.0821,0.4369,0.3858,0.4857,0.0584,0.3244,0.2757,0.3730,0.0757,0.3497,0.2940,0.4105,0.0816,259.6230,250.0914,268.8224,0.0181,244.9574,234.5463,254.9237,0.0207
C12023,0.2631,0.2109,0.3124,0.0972,0.2206,0.1884,0.2532,0.0729,0.4018,0.3599,0.4445,0.0532,0.3775,0.3348,0.4188,0.0545,0.3491,0.3121,0.3895,0.0543,0.3877,0.3425,0.4352,0.0579,258.1798,249.3974,266.7023,0.0172,241.6690,231.9756,251.1243,0.0200
C12027,0.0749,0.0096,0.1342,0.4094,0.4167,0.3727,0.4619,0.0544,0.4289,0.3703,0.4877,0.0697,0.1544,0.1016,0.2082,0.1745,0.5763,0.5275,0.6294,0.0433,0.3489,0.2880,0.4094,0.0863,228.6871,218.7938,238.4047,0.0215,208.4715,197.4136,218.6750,0.0256
C12029,0.1582,0.0934,0.2128,0.1926,0.2806,0.2392,0.3238,0.0769,0.4590,0.4024,0.5167,0.0636,0.2604,0.2082,0.3138,0.1023,0.4240,0.3780,0.4745,0.0567,0.4178,0.3596,0.4793,0.0697,247.0584,237.3045,256.8073,0.0198,229.7020,219.0461,239.8920,0.0225
C12031,0.3326,0.2804,0.3841,0.0746,0.2121,0.1809,0.2446,0.0737,0.3421,0.3024,0.3818,0.0596,0.4458,0.4058,0.4840,0.0443,0.3353,0.2988,0.3753,0.0543,0.3321,0.2859,0.3778,0.0673,264.0706,254.9855,272.8565,0.0166,247.5862,238.5388,256.8336,0.0189
C12033,0.3702,0.3173,0.4186,0.0682,0.1828,0.1523,0.2135,0.0827,0.3372,0.2956,0.3795,0.0617,0.4800,0.4392,0.5221,0.0425,0.2922,0.2573,0.3324,0.0647,0.3377,0.2943,0.3832,0.0639,268.5601,259.7660,276.9915,0.0161,253.5734,243.9737,262.7288,0.0189
C12035,0.3238,0.2686,0.3752,0.0814,0.1657,0.1318,0.2008,0.1044,0.3796,0.3349,0.4269,0.0618,0.4548,0.4111,0.4993,0.0488,0.2723,0.2316,0.3150,0.0758,0.4039,0.3545,0.4549,0.0613,266.9247,257.9070,275.6548,0.0169,251.7897,241.9353,261.2656,0.0191
C12037,0.2124,0.1480,0.2711,0.1499,0.2652,0.2240,0.3062,0.0791,0.4206,0.3652,0.4775,0.0665,0.3143,0.2613,0.3652,0.0838,0.4047,0.3586,0.4532,0.0578,0.3829,0.3276,0.4413,0.0766,250.1644,240.7253,259.4147,0.0189,233.3458,223.0656,243.2333,0.0220
C12041,0.2169,0.1549,0.2719,0.1372,0.2301,0.1916,0.2697,0.0859,0.4361,0.3831,0.4892,0.0617,0.3338,0.2826,0.3827,0.0762,0.3612,0.3181,0.4080,0.0615,0.4218,0.3672,0.4764,0.0642,254.1690,244.6567,263.2663,0.0184,237.4243,227.2160,247.2213,0.0214
C12043,0.1332,0.0660,0.1943,0.2409,0.3448,0.2985,0.3913,0.0683,0.4319,0.3683,0.4928,0.0731,0.2232,0.1658,0.2799,0.1274,0.4820,0.4272,0.5318,0.0534,0.3848,0.3236,0.4517,0.0843,239.3436,229.2745,249.3315,0.0210,222.7729,211.9146,233.3201,0.0242
C12045,0.2385,0.1688,0.2997,0.1483,0.2431,0.1928,0.2910,0.1018,0.4156,0.3540,0.4790,0.0768,0.3413,0.2820,0.4008,0.0877,0.3759,0.3206,0.4302,0.0720,0.3856,0.3236,0.4523,0.0841,252.4721,242.3077,262.1633,0.0200,236.6608,225.9969,247.5203,0.0230
C12047,0.1035,0.0367,0.1630,0.3106,0.3798,0.3326,0.4280,0.0636,0.4415,0.3804,0.5015,0.0700,0.1787,0.1232,0.2340,0.1576,0.5605,0.5093,0.6131,0.0452,0.3360,0.2767,0.3994,0.0922,232.7390,223.0083,242.5359,0.0210,212.2139,201.7358,223.1897,0.0252
C12049,0.0636,-0.0047,0.1234,0.4998,0.4199,0.3713,0.4684,0.0588,0.4334,0.3709,0.4977,0.0743,0.1467,0.0886,0.2025,0.1961,0.5636,0.5131,0.6206,0.0477,0.3727,0.3054,0.4376,0.0868,227.0274,216.8092,237.2111,0.0224,207.7657,196.8348,218.4112,0.0260
C12051,0.0887,0.0141,0.1595,0.4057,0.4672,0.4071,0.5272,0.0654,0.3758,0.2953,0.4522,0.1083,0.1571,0.0866,0.2266,0.2271,0.6038,0.5379,0.6690,0.0526,0.3076,0.2320,0.3863,0.1246,225.9563,214.7517,237.1563,0.0254,206.9081,194.5244,218.9805,0.0295
C12053,0.2784,0.2177,0.3277,0.1010,0.2027,0.1692,0.2358,0.0812,0.4001,0.3548,0.4428,0.0561,0.3972,0.3535,0.4406,0.0547,0.3113,0.2738,0.3534,0.0652,0.4103,0.3639,0.4611,0.0591,260.3793,251.2862,269.0653,0.0173,245.2979,235.5947,254.5787,0.0195
C12055,0.2329,0.1749,0.2828,0.1188,0.2612,0.2293,0.2951,0.0631,0.3983,0.3548,0.4420,0.0555,0.3405,0.2973,0.3833,0.0629,0.3835,0.3469,0.4254,0.0522,0.3836,0.3363,0.4336,0.0630,252.0437,243.1009,260.8870,0.0179,235.2465,225.4178,244.7877,0.0207
C12059,0.1808,0.1078,0.2422,0.1966,0.3051,0.2575,0.3526,0.0799,0.4319,0.3680,0.4938,0.0746,0.2629,0.2081,0.3217,0.1121,0.4492,0.3971,0.5086,0.0619,0.3700,0.3042,0.4387,0.0906,245.4168,235.2047,255.2386,0.0207,228.5863,217.6093,239.5023,0.0240
C12061,0.3308,0.2703,0.3793,0.0861,0.1925,0.1602,0.2262,0.0856,0.3637,0.3192,0.4082,0.0613,0.4438,0.4016,0.4861,0.0486,0.2938,0.2547,0.3364,0.0705,0.3754,0.3282,0.4253,0.0624,264.2705,255.0047,272.9503,0.0170,250.1006,240.4100,259.3990,0.0194
C12063,0.2108,0.1423,0.2687,0.1601,0.3084,0.2616,0.3544,0.0772,0.4026,0.3427,0.4630,0.0746,0.2891,0.2324,0.3460,0.0981,0.4588,0.4091,0.5138,0.0564,0.3304,0.2716,0.3944,0.0940,245.6204,236.0640,255.1757,0.0200,228.3113,217.7806,238.8000,0.0237
C12065,0.2602,0.1920,0.3203,0.1272,0.2892,0.2386,0.3374,0.0861,0.3772,0.3136,0.4397,0.0845,0.3336,0.2771,0.3921,0.0884,0.4253,0.3723,0.4804,0.0623,0.3146,0.2543,0.3816,0.1014,251.3545,241.0380,261.6819,0.0206,236.0969,224.8845,247.2483,0.0235
C12067,0.1560,0.0871,0.2156,0.2045,0.3350,0.2897,0.3817,0.0691,0.4269,0.3670,0.4847,0.0715,0.2381,0.1825,0.2919,0.1159,0.4722,0.4205,0.5220,0.0529,0.3718,0.3136,0.4371,0.0841,241.5302,231.4301,251.0504,0.0207,225.4263,215.0967,235.8360,0.0236
C12069,0.3069,0.2503,0.3560,0.0885,0.2023,0.1689,0.2355,0.0827,0.3752,0.3303,0.4190,0.0597,0.4225,0.3780,0.4659,0.0511,0.3081,0.2692,0.3511,0.0667,0.3850,0.3394,0.4342,0.0612,261.7890,252.7235,270.7747,0.0173,246.8840,236.8959,256.3197,0.0196
C12071,0.3024,0.2437,0.3508,0.0907,0.2197,0.1863,0.2535,0.0765,0.3622,0.3179,0.4090,0.0632,0.4181,0.3737,0.4614,0.0520,0.3258,0.2876,0.3682,0.0632,0.3718,0.3246,0.4213,0.0641,259.7939,250.5464,268.8079,0.0173,244.4714,234.5549,254.1277,0.0201
C12073,0.4494,0.3878,0.5076,0.0638,0.1780,0.1407,0.2166,0.1079,0.2694,0.2167,0.3215,0.0988,0.5525,0.5033,0.6026,0.0454,0.2877,0.2470,0.3364,0.0815,0.2629,0.2065,0.3160,0.1045,274.9108,265.4270,284.1869,0.0172,258.6183,248.3388,268.6002,0.0198
C12075,0.1891,0.1262,0.2446,0.1590,0.2556,0.2184,0.2938,0.0737,0.4420,0.3910,0.4922,0.0585,0.3024,0.2552,0.3511,0.0812,0.3956,0.3539,0.4406,0.0556,0.4153,0.3637,0.4702,0.0644,249.9530,240.5784,258.9572,0.0184,232.0786,221.7754,242.3818,0.0222
C12077,0.0683,-0.0008,0.1378,0.4940,0.2958,0.2456,0.3465,0.0863,0.5143,0.4484,0.5820,0.0662,0.1900,0.1264,0.2532,0.1685,0.4651,0.4030,0.5181,0.0618,0.4666,0.4002,0.5378,0.0746,237.8132,227.3772,248.0993,0.0218,219.0691,207.9162,230.1110,0.0256
C12079,0.1619,0.0976,0.2268,0.1934,0.3212,0.2725,0.3714,0.0772,0.4141,0.3511,0.4760,0.0781,0.2647,0.2071,0.3208,0.1099,0.5026,0.4504,0.5580,0.0518,0.3356,0.2684,0.3972,0.0927,244.7978,234.7327,254.6041,0.0204,222.6871,211.9491,233.0813,0.0240
C12081,0.3285,0.2710,0.3770,0.0818,0.1964,0.1646,0.2287,0.0816,0.3589,0.3148,0.4032,0.0616,0.4447,0.4038,0.4865,0.0469,0.2970,0.2590,0.3389,0.0678,0.3744,0.3291,0.4234,0.0619,263.9120,255.0521,272.5716,0.0169,249.0985,239.6872,258.2381,0.0190
C12083,0.2483,0.1922,0.2996,0.1086,0.2321,0.1987,0.2648,0.0720,0.4037,0.3590,0.4488,0.0569,0.3642,0.3197,0.4073,0.0607,0.3578,0.3208,0.4000,0.0563,0.3939,0.3467,0.4426,0.0598,255.5981,246.5375,264.5869,0.0178,238.8887,229.2860,248.2892,0.0201
C12085,0.3981,0.3348,0.4500,0.0764,0.1658,0.1312,0.1999,0.1038,0.3272,0.2815,0.3738,0.0715,0.5071,0.4626,0.5510,0.0438,0.2491,0.2107,0.2933,0.0889,0.3528,0.3029,0.4062,0.0703,270.6768,261.7238,279.6270,0.0168,257.9131,248.0122,267.8455,0.0193
C12087,0.3329,0.2674,0.3914,0.0921,0.1835,0.1383,0.2278,0.1229,0.3486,0.2897,0.4079,0.0878,0.4680,0.4103,0.5217,0.0605,0.2835,0.2305,0.3359,0.0926,0.3836,0.3252,0.4449,0.0780,264.5637,254.4900,274.4474,0.0190,248.9428,238.2530,259.7515,0.0216
C12089,0.3517,0.2925,0.4014,0.0776,0.1471,0.1155,0.1797,0.1107,0.3775,0.3337,0.4214,0.0596,0.4754,0.4321,0.5191,0.0458,0.2437,0.2061,0.2865,0.0827,0.4046,0.3594,0.4535,0.0577,270.3953,261.3581,279.2448,0.0165,257.0114,247.4998,266.3229,0.0184
C12091,0.4056,0.3423,0.4592,0.0740,0.1522,0.1157,0.1877,0.1174,0.3272,0.2782,0.3767,0.0744,0.5206,0.4751,0.5662,0.0440,0.2416,0.1996,0.2894,0.0935,0.3529,0.3021,0.4066,0.0706,272.5735,263.0063,281.7352,0.0172,259.4128,249.3457,269.2571,0.0192
C12093,0.1445,0.0803,0.1991,0.2167,0.3582,0.3205,0.3979,0.0542,0.4166,0.3648,0.4668,0.0624,0.2252,0.1777,0.2747,0.1070,0.4944,0.4517,0.5404,0.0457,0.3611,0.3084,0.4183,0.0777,237.3848,228.0603,246.9663,0.0200,220.0789,209.9597,229.9280,0.0230
C12097,0.2088,0.1408,0.2761,0.1574,0.3027,0.2497,0.3554,0.0883,0.3587,0.2909,0.4257,0.0960,0.3386,0.2784,0.3973,0.0904,0.4222,0.3561,0.4803,0.0708,0.3690,0.2989,0.4382,0.0956,245.2842,234.8697,255.4498,0.0213,225.8170,214.5875,237.1867,0.0254
C12099,0.3473,0.2887,0.3990,0.0775,0.2218,0.1895,0.2556,0.0753,0.3218,0.2771,0.3657,0.0700,0.4563,0.4143,0.4983,0.0465,0.3259,0.2845,0.3686,0.0633,0.3268,0.2806,0.3755,0.0713,262.5554,253.9133,271.3129,0.0168,247.1738,237.4645,256.5190,0.0193
C12101,0.3191,0.2613,0.3683,0.0857,0.1916,0.1604,0.2230,0.0819,0.3723,0.3304,0.4154,0.0579,0.4361,0.3936,0.4765,0.0473,0.2906,0.2529,0.3331,0.0697,0.3902,0.3449,0.4385,0.0589,264.0285,255.3356,273.0428,0.0168,249.7297,239.7439,258.9256,0.0193
C12105,0.2353,0.1809,0.2875,0.1104,0.2656,0.2350,0.2980,0.0598,0.3902,0.3479,0.4329,0.0555,0.3442,0.3017,0.3865,0.0611,0.3901,0.3519,0.4308,0.0490,0.3746,0.3287,0.4228,0.0617,251.9724,243.0485,260.3715,0.0174,235.0464,225.5264,243.8989,0.0199
C12107,0.1603,0.1000,0.2165,0.1830,0.3114,0.2724,0.3511,0.0642,0.4313,0.3773,0.4844,0.0627,0.2574,0.2086,0.3054,0.0964,0.4674,0.4248,0.5148,0.0487,0.3723,0.3161,0.4263,0.0736,243.4344,234.0147,252.7405,0.0194,224.2073,213.8429,234.2723,0.0230
C12109,0.4963,0.4362,0.5458,0.0583,0.1067,0.0736,0.1393,0.1530,0.2868,0.2436,0.3318,0.0772,0.6064,0.5634,0.6495,0.0351,0.1698,0.1353,0.2153,0.1329,0.3339,0.2877,0.3812,0.0685,283.4207,274.2039,292.4565,0.0159,272.5292,262.7763,282.5890,0.0182
C12111,0.2467,0.1916,0.2975,0.1053,0.2516,0.2181,0.2869,0.0681,0.3863,0.3409,0.4320,0.0595,0.3620,0.3187,0.4046,0.0599,0.3806,0.3391,0.4204,0.0523,0.3727,0.3261,0.4240,0.0645,253.4720,244.3922,262.6045,0.0180,236.2434,226.3985,245.9335,0.0205
C12113,0.4133,0.3561,0.4620,0.0678,0.1454,0.1128,0.1775,0.1098,0.3326,0.2881,0.3759,0.0658,0.5219,0.4802,0.5651,0.0403,0.2266,0.1913,0.2685,0.0922,0.3600,0.3134,0.4086,0.0637,274.9125,265.6345,283.4746,0.0165,262.7253,253.0472,272.1457,0.0183
C12115,0.3814,0.3189,0.4344,0.0799,0.1430,0.1057,0.1792,0.1289,0.3534,0.3021,0.4048,0.0717,0.5036,0.4554,0.5501,0.0475,0.2317,0.1901,0.2791,0.1007,0.3869,0.3355,0.4415,0.0664,271.5438,262.0707,280.3853,0.0170,258.4395,248.4432,268.3326,0.0198
C12117,0.4426,0.3863,0.4931,0.0587,0.1492,0.1155,0.1853,0.1163,0.2866,0.2403,0.3334,0.0822,0.5642,0.5189,0.6060,0.0385,0.2270,0.1908,0.2696,0.0929,0.3304,0.2799,0.3794,0.0750,276.5126,267.1975,285.2667,0.0165,262.8248,252.9198,272.2470,0.0186
C12119,0.3949,0.3293,0.4503,0.0803,0.1509,0.1126,0.1874,0.1234,0.3479,0.2986,0.3988,0.0727,0.5012,0.4521,0.5483,0.0483,0.2357,0.1934,0.2844,0.1028,0.3694,0.3182,0.4233,0.0705,271.8583,262.7546,280.9540,0.0170,259.5735,249.3310,269.7473,0.0195
C12121,0.1880,0.1220,0.2438,0.1707,0.2901,0.2501,0.3296,0.0695,0.4295,0.3776,0.4810,0.0615,0.2804,0.2317,0.3303,0.0887,0.4299,0.3857,0.4780,0.0535,0.3821,0.3290,0.4383,0.0732,245.9431,236.3529,255.1883,0.0191,229.0597,218.7246,239.0405,0.0223
C12123,0.1655,0.1029,0.2199,0.1804,0.2934,0.2525,0.3335,0.0709,0.4498,0.3956,0.5034,0.0614,0.2568,0.2049,0.3096,0.1013,0.4393,0.3920,0.4863,0.0523,0.3952,0.3414,0.4528,0.0709,244.7189,235.1552,254.0708,0.0193,228.3715,217.7923,238.2748,0.0224
C12125,0.1784,0.0955,0.2483,0.2316,0.3368,0.2790,0.3946,0.0866,0.4195,0.3452,0.4929,0.0892,0.2437,0.1760,0.3106,0.1394,0.4875,0.4257,0.5507,0.0640,0.3341,0.2635,0.4129,0.1159,240.2442,229.1684,251.3165,0.0232,223.3885,211.5222,235.2106,0.0267
C12129,0.2880,0.2313,0.3374,0.0927,0.2003,0.1685,0.2336,0.0815,0.3999,0.3561,0.4444,0.0553,0.3997,0.3563,0.4401,0.0534,0.3160,0.2782,0.3567,0.0616,0.3960,0.3501,0.4432,0.0580,261.4586,252.9023,269.9850,0.0168,246.9040,237.2297,256.2505,0.0193
C12131,0.3653,0.2981,0.4229,0.0935,0.1959,0.1535,0.2376,0.1061,0.3417,0.2846,0.3970,0.0835,0.4625,0.4110,0.5157,0.0571,0.2943,0.2508,0.3465,0.0861,0.3404,0.2816,0.3985,0.0860,266.2557,256.4044,275.6217,0.0181,252.6790,242.4587,262.7009,0.0207
C12133,0.1881,0.1259,0.2394,0.1565,0.2813,0.2453,0.3182,0.0657,0.4374,0.3893,0.4847,0.0554,0.2813,0.2358,0.3268,0.0808,0.4246,0.3830,0.4716,0.0517,0.3873,0.3359,0.4391,0.0664,247.5919,238.4541,256.4612,0.0186,230.8280,221.0365,240.6205,0.0212
