ID,N3,N3-CL,N3-CU,N3-CV,L1,L1-CL,L1-CU,L1-CV,L2,L2-CL,L2-CU,L2-CV,L3,L3-CL,L3-CU,L3-CV,N1,N1-CL,N1-CU,N1-CV,N2,N2-CL,N2-CU,N2-CV,LA,LA-CL,LA-CU,LA-CV,NA,NA-CL,NA-CU,NA-CV
C23027,0.3786,0.3159,0.4437,0.0840,0.1274,0.0891,0.1680,0.1549,0.3692,0.3090,0.4263,0.0799,0.5033,0.4485,0.5617,0.0553,0.2257,0.1780,0.2727,0.1040,0.3957,0.3341,0.4521,0.0757,273.4271,263.2100,283.9522,0.0190,259.6439,248.5095,270.9990,0.0217
C23029,0.2901,0.2255,0.3532,0.1113,0.1843,0.1438,0.2240,0.1083,0.4091,0.3460,0.4675,0.0732,0.4066,0.3506,0.4658,0.0692,0.3026,0.2556,0.3521,0.0793,0.4073,0.3454,0.4642,0.0732,262.4183,252.2913,272.9145,0.0201,247.3283,236.2389,258.8039,0.0231
C23031,0.4104,0.3502,0.4725,0.0741,0.1183,0.0818,0.1557,0.1548,0.3541,0.2993,0.4075,0.0772,0.5275,0.4776,0.5802,0.0488,0.2026,0.1601,0.2474,0.1086,0.3869,0.3295,0.4401,0.0727,275.8032,265.5350,285.7165,0.0186,263.9471,252.9038,275.0480,0.0211
C24001,0.2660,0.1963,0.3282,0.1234,0.1958,0.1527,0.2405,0.1114,0.4245,0.3670,0.4853,0.0708,0.3797,0.3240,0.4341,0.0739,0.3180,0.2695,0.3701,0.0764,0.4159,0.3544,0.4798,0.0737,259.6030,249.4889,269.8233,0.0198,244.2895,233.5644,255.3355,0.0225
C24005,0.3953,0.3406,0.4509,0.0676,0.1782,0.1436,0.2156,0.1009,0.3230,0.2765,0.3700,0.0731,0.4988,0.4529,0.5432,0.0452,0.2803,0.2360,0.3247,0.0754,0.3244,0.2761,0.3770,0.0765,270.7615,261.4774,279.8904,0.0174,257.4006,247.1490,266.8648,0.0196
C24009,0.4109,0.3519,0.4666,0.0683,0.1267,0.0920,0.1670,0.1479,0.3464,0.2964,0.3956,0.0723,0.5269,0.4787,0.5731,0.0455,0.2087,0.1647,0.2517,0.0995,0.3804,0.3304,0.4365,0.0676,276.2875,266.9546,285.6677,0.0174,264.8491,254.5457,275.3748,0.0198
C24011,0.2254,0.1641,0.2820,0.1275,0.2574,0.2201,0.2970,0.0753,0.4219,0.3699,0.4737,0.0621,0.3207,0.2697,0.3685,0.0767,0.3859,0.3404,0.4334,0.0562,0.3887,0.3370,0.4452,0.0697,251.8003,242.1358,261.6471,0.0196,236.4335,226.2255,246.6955,0.0223
C24013,0.4322,0.3682,0.4877,0.0692,0.1259,0.0894,0.1652,0.1493,0.3381,0.2872,0.3887,0.0764,0.5361,0.4859,0.5841,0.0460,0.1948,0.1526,0.2428,0.1129,0.3730,0.3201,0.4294,0.0698,277.2377,267.6578,286.5527,0.0173,267.2891,256.8776,277.5456,0.0192
C24015,0.3309,0.2687,0.3863,0.0873,0.1768,0.1404,0.2175,0.1078,0.3880,0.3353,0.4399,0.0669,0.4351,0.3853,0.4836,0.0564,0.2713,0.2273,0.3171,0.0797,0.3978,0.3439,0.4553,0.0681,266.3918,256.9788,276.0451,0.0178,254.0457,243.7465,264.1778,0.0202
C24017,0.3314,0.2648,0.4046,0.1044,0.1943,0.1439,0.2464,0.1326,0.3578,0.2909,0.4261,0.0968,0.4479,0.3840,0.5099,0.0709,0.3198,0.2592,0.3726,0.0922,0.3488,0.2800,0.4209,0.0992,265.4984,255.2167,275.7121,0.0200,250.1416,238.4357,261.9258,0.0233
C24019,0.2473,0.1863,0.3089,0.1196,0.2555,0.2151,0.2971,0.0796,0.4011,0.3468,0.4583,0.0702,0.3434,0.2912,0.3928,0.0760,0.3908,0.3425,0.4347,0.0581,0.3619,0.3073,0.4230,0.0781,253.9746,244.3495,263.4470,0.0193,237.8900,227.3919,248.4387,0.0221
C24021,0.4608,0.4016,0.5134,0.0598,0.1369,0.1040,0.1713,0.1241,0.3007,0.2544,0.3474,0.0777,0.5624,0.5156,0.6065,0.0395,0.2062,0.1660,0.2500,0.0981,0.3329,0.2871,0.3850,0.0726,278.2058,268.9220,287.5609,0.0168,267.4747,257.2269,277.3111,0.0188
C24023,0.2722,0.2091,0.3290,0.1089,0.1706,0.1341,0.2124,0.1167,0.4380,0.3842,0.4908,0.0618,0.3914,0.3387,0.4408,0.0649,0.2763,0.2333,0.3241,0.0805,0.4515,0.3938,0.5109,0.0617,263.1679,253.3382,272.9654,0.0186,249.7518,239.2890,260.0294,0.0210
C24025,0.4409,0.3841,0.4925,0.0616,0.1378,0.1037,0.1757,0.1293,0.3177,0.2690,0.3650,0.0758,0.5445,0.4972,0.5899,0.0421,0.2164,0.1752,0.2628,0.0975,0.3427,0.2953,0.3954,0.0709,277.2466,267.9922,286.3469,0.0170,265.9631,256.0890,276.0809,0.0190
C24027,0.5713,0.5114,0.6294,0.0505,0.1051,0.0677,0.1437,0.1830,0.2279,0.1787,0.2760,0.1096,0.6670,0.6192,0.7143,0.0359,0.1595,0.1168,0.2062,0.1376,0.2692,0.2176,0.3238,0.0967,289.0664,279.5468,298.8015,0.0166,279.5300,269.3859,290.2059,0.0186
C24029,0.3669,0.3040,0.4196,0.0790,0.2014,0.1657,0.2387,0.0891,0.3431,0.2952,0.3911,0.0699,0.4555,0.4076,0.5012,0.0508,0.3017,0.2621,0.3462,0.0672,0.3314,0.2827,0.3853,0.0775,265.9763,256.7412,275.1838,0.0178,253.0484,243.1617,263.1463,0.0203
C24033,0.2688,0.2015,0.3500,0.1476,0.2955,0.2365,0.3542,0.1026,0.3327,0.2553,0.4112,0.1189,0.3718,0.3011,0.4422,0.0966,0.4495,0.3754,0.5069,0.0824,0.2817,0.2051,0.3629,0.1404,251.7861,240.9762,263.1083,0.0223,233.8848,221.5697,246.2290,0.0266
C24035,0.4250,0.3660,0.4778,0.0653,0.1337,0.1003,0.1717,0.1342,0.3362,0.2880,0.3848,0.0723,0.5301,0.4830,0.5753,0.0436,0.2080,0.1676,0.2537,0.0985,0.3670,0.3185,0.4200,0.0677,276.5161,267.3292,285.8420,0.0170,265.7456,255.6028,275.6996,0.0189
C24037,0.3893,0.3347,0.4450,0.0702,0.1699,0.1361,0.2081,0.1052,0.3415,0.2935,0.3894,0.0699,0.4887,0.4404,0.5341,0.0466,0.2587,0.2179,0.3033,0.0785,0.3520,0.3045,0.4058,0.0712,270.7988,261.5370,280.2123,0.0174,258.9880,248.6642,268.9149,0.0195
C24039,0.1415,0.0776,0.2091,0.2229,0.3258,0.2778,0.3733,0.0739,0.4390,0.3759,0.5041,0.0730,0.2352,0.1763,0.2934,0.1256,0.5059,0.4484,0.5569,0.0525,0.3526,0.2901,0.4196,0.0891,240.3880,230.3572,250.3360,0.0212,220.2663,209.0731,231.2689,0.0252
C24041,0.4245,0.3630,0.4774,0.0663,0.1708,0.1360,0.2076,0.1034,0.3135,0.2672,0.3612,0.0750,0.5157,0.4693,0.5611,0.0435,0.2527,0.2143,0.2962,0.0786,0.3228,0.2752,0.3751,0.0765,272.5425,263.2776,282.3241,0.0175,260.9148,250.9876,270.8294,0.0192
C24043,0.3023,0.2422,0.3580,0.0931,0.2057,0.1693,0.2436,0.0879,0.3915,0.3412,0.4418,0.0634,0.4028,0.3549,0.4487,0.0584,0.3144,0.2727,0.3588,0.0653,0.3833,0.3331,0.4382,0.0665,261.5860,252.2231,271.2823,0.0185,247.9862,237.9587,257.8842,0.0202
C24045,0.3027,0.2481,0.3553,0.0866,0.2192,0.1846,0.2564,0.0799,0.3720,0.3245,0.4187,0.0643,0.4088,0.3635,0.4540,0.0552,0.3464,0.3040,0.3881,0.0581,0.3509,0.3021,0.4026,0.0686,260.7283,251.4548,269.8896,0.0178,244.7493,234.5806,254.9730,0.0208
C24047,0.3553,0.2917,0.4117,0.0831,0.1749,0.1360,0.2146,0.1109,0.3641,0.3114,0.4183,0.0725,0.4610,0.4107,0.5116,0.0546,0.2766,0.2311,0.3229,0.0796,0.3680,0.3156,0.4250,0.0734,267.0523,257.0910,276.8436,0.0185,253.9413,243.8736,264.0090,0.0204
C25001,0.5015,0.4258,0.5810,0.0866,0.1016,0.0594,0.1449,0.2101,0.3027,0.2427,0.3624,0.1003,0.5957,0.5393,0.6510,0.0473,0.1640,0.1156,0.2222,0.1850,0.3345,0.2758,0.3984,0.0933,281.0542,271.0809,291.3878,0.0182,270.3680,259.3637,281.1992,0.0204
C25003,0.4264,0.3496,0.5093,0.1031,0.1573,0.1156,0.1992,0.1342,0.3339,0.2748,0.3942,0.0899,0.5088,0.4539,0.5647,0.0552,0.2358,0.1860,0.2917,0.1289,0.3378,0.2827,0.4002,0.0925,271.4577,261.5303,281.6947,0.0190,259.5177,248.6568,270.5018,0.0211
C25005,0.3949,0.3189,0.4818,0.1160,0.2150,0.1726,0.2569,0.1011,0.3311,0.2704,0.3913,0.0919,0.4539,0.3993,0.5120,0.0622,0.2948,0.2451,0.3541,0.1060,0.3102,0.2522,0.3753,0.1060,264.8248,254.1505,275.0461,0.0197,253.4512,242.7266,264.4818,0.0220
C25007,0.5399,0.4684,0.6139,0.0749,0.0865,0.0495,0.1261,0.2163,0.2786,0.2245,0.3305,0.0972,0.6349,0.5852,0.6863,0.0403,0.1435,0.0937,0.1969,0.2019,0.3165,0.2633,0.3731,0.0878,286.1606,276.4889,296.1712,0.0174,275.5506,264.8781,286.6075,0.0195
C25009,0.4416,0.3671,0.5174,0.0930,0.1896,0.1503,0.2318,0.1064,0.2918,0.2361,0.3485,0.0981,0.5185,0.4651,0.5719,0.0523,0.2566,0.2086,0.3106,0.1146,0.3018,0.2490,0.3600,0.0977,269.9779,259.7119,280.3876,0.0191,257.8804,247.0906,268.5805,0.0212
C25011,0.4641,0.3914,0.5419,0.0898,0.1322,0.0943,0.1725,0.1450,0.3165,0.2612,0.3712,0.0878,0.5513,0.4997,0.6037,0.0472,0.2012,0.1505,0.2571,0.1473,0.3346,0.2811,0.3925,0.0864,276.7155,266.4803,286.7781,0.0185,265.2920,254.8758,275.9081,0.0203
C25013,0.3497,0.2698,0.4236,0.1230,0.2585,0.2128,0.3075,0.0911,0.3220,0.2589,0.3875,0.1011,0.4194,0.3581,0.4809,0.0732,0.3523,0.3025,0.4112,0.0888,0.2981,0.2360,0.3632,0.1113,257.7861,247.1020,268.6003,0.0211,242.8280,231.9426,254.1742,0.0235
C25015,0.4957,0.4210,0.5712,0.0849,0.1260,0.0855,0.1699,0.1662,0.2901,0.2322,0.3481,0.1022,0.5839,0.5299,0.6382,0.0474,0.1941,0.1391,0.2503,0.1633,0.3102,0.2508,0.3696,0.0969,279.6634,269.4565,289.8110,0.0184,267.4167,256.6608,278.1996,0.0204
C25019,0.4982,0.4290,0.5625,0.0729,0.1287,0.0932,0.1687,0.1439,0.2796,0.2284,0.3318,0.0934,0.5917,0.5419,0.6408,0.0417,0.1961,0.1528,0.2470,0.1353,0.3057,0.2543,0.3601,0.0868,280.2800,270.0824,290.1084,0.0179,268.1155,257.1932,278.7191,0.0202
C25021,0.5496,0.4775,0.6250,0.0734,0.1090,0.0725,0.1483,0.1734,0.2616,0.2079,0.3150,0.1025,0.6294,0.5786,0.6801,0.0408,0.1593,0.1110,0.2128,0.1815,0.2911,0.2377,0.3488,0.0969,285.0618,274.9680,295.2198,0.0178,275.5524,264.7997,285.9477,0.0192
C25023,0.4484,0.3772,0.5210,0.0895,0.1403,0.1014,0.1815,0.1428,0.3229,0.2676,0.3785,0.0884,0.5368,0.4825,0.5913,0.0504,0.2159,0.1737,0.2687,0.1270,0.3358,0.2806,0.3968,0.0895,274.8904,264.7604,284.9218,0.0185,263.2269,252.6521,274.2100,0.0207
C25025,0.3867,0.3115,0.4554,0.1051,0.2741,0.2285,0.3200,0.0852,0.2791,0.2158,0.3447,0.1155,0.4468,0.3898,0.5053,0.0663,0.3777,0.3308,0.4377,0.0803,0.2356,0.1740,0.3008,0.1348,258.9648,248.2494,269.6507,0.0210,243.1335,231.8967,254.5890,0.0235
C25027,0.4295,0.3563,0.5024,0.0934,0.1708,0.1332,0.2108,0.1134,0.3179,0.2620,0.3744,0.0871,0.5114,0.4604,0.5655,0.0513,0.2450,0.1982,0.2984,0.1166,0.3255,0.2735,0.3841,0.0886,271.3120,261.0735,280.7685,0.0184,259.1637,248.3657,269.6159,0.0207
C26001,0.2990,0.2471,0.3553,0.0919,0.1765,0.1429,0.2101,0.0954,0.4080,0.3614,0.4531,0.0580,0.4155,0.3702,0.4609,0.0553,0.2875,0.2453,0.3270,0.0694,0.4136,0.3610,0.4617,0.0600,264.3310,255.1198,273.5354,0.0173,249.8497,239.9597,259.6606,0.0200
C26003,0.2402,0.1875,0.3044,0.1279,0.1845,0.1447,0.2246,0.1073,0.4453,0.3915,0.5001,0.0617,0.3702,0.3179,0.4232,0.0703,0.3127,0.2620,0.3539,0.0767,0.4471,0.3906,0.5041,0.0612,259.3918,250.0832,268.9302,0.0185,243.4815,233.1137,253.9819,0.0214
C26005,0.3302,0.2776,0.3915,0.0918,0.1572,0.1218,0.1935,0.1171,0.3891,0.3388,0.4393,0.0641,0.4537,0.4085,0.5003,0.0515,0.2536,0.2092,0.2948,0.0831,0.4162,0.3622,0.4672,0.0654,269.1478,259.7930,278.6162,0.0173,255.4608,245.2185,265.4379,0.0200
C26007,0.3641,0.3134,0.4218,0.0750,0.1489,0.1155,0.1807,0.1092,0.3697,0.3240,0.4135,0.0624,0.4814,0.4371,0.5275,0.0459,0.2492,0.2091,0.2884,0.0770,0.3867,0.3347,0.4331,0.0642,271.2959,262.5575,280.2058,0.0164,256.9764,247.3864,266.7802,0.0191
C26009,0.3704,0.3163,0.4309,0.0769,0.1462,0.1104,0.1797,0.1207,0.3678,0.3175,0.4163,0.0673,0.4861,0.4401,0.5366,0.0485,0.2423,0.2001,0.2824,0.0837,0.3872,0.3327,0.4370,0.0656,270.9695,261.9020,280.2693,0.0170,257.7624,247.7804,267.4113,0.0192
C26011,0.2475,0.1944,0.3074,0.1157,0.2035,0.1680,0.2381,0.0880,0.4330,0.3830,0.4830,0.0581,0.3635,0.3165,0.4121,0.0657,0.3285,0.2839,0.3684,0.0632,0.4241,0.3697,0.4713,0.0604,258.6256,249.2364,267.6644,0.0180,242.6895,232.5795,252.2995,0.0204
C26013,0.2233,0.1677,0.2896,0.1398,0.2260,0.1857,0.2656,0.0891,0.4382,0.3839,0.4932,0.0633,0.3358,0.2850,0.3887,0.0787,0.3638,0.3132,0.4073,0.0660,0.4129,0.3523,0.4694,0.0689,254.8070,245.0065,264.2947,0.0192,238.3416,228.1294,248.6450,0.0220
C26015,0.3496,0.2977,0.4090,0.0815,0.1353,0.1021,0.1699,0.1265,0.3898,0.3426,0.4368,0.0620,0.4749,0.4301,0.5190,0.0479,0.2285,0.1855,0.2676,0.0893,0.4219,0.3703,0.4714,0.0600,271.9302,262.5944,280.8711,0.0167,258.8318,248.9574,268.3907,0.0192
C26017,0.3428,0.2888,0.4016,0.0835,0.1739,0.1397,0.2063,0.0975,0.3718,0.3233,0.4189,0.0643,0.4543,0.4107,0.5012,0.0501,0.2782,0.2375,0.3174,0.0700,0.3790,0.3244,0.4277,0.0682,267.3078,258.2567,276.1218,0.0171,252.7565,243.1489,262.2751,0.0193
C26019,0.3890,0.3357,0.4495,0.0724,0.1268,0.0920,0.1589,0.1346,0.3621,0.3139,0.4092,0.0664,0.5111,0.4671,0.5574,0.0448,0.2172,0.1735,0.2571,0.0949,0.3939,0.3403,0.4427,0.0639,274.0973,264.9387,283.2438,0.0171,261.2975,251.5118,271.2212,0.0190
C26021,0.3629,0.3146,0.4211,0.0778,0.1869,0.1558,0.2167,0.0797,0.3406,0.2985,0.3833,0.0623,0.4725,0.4313,0.5133,0.0437,0.2996,0.2590,0.3351,0.0619,0.3375,0.2886,0.3808,0.0707,268.3608,259.5088,277.0861,0.0164,252.6863,243.2906,262.1447,0.0187
C26023,0.2660,0.2152,0.3284,0.1129,0.1819,0.1478,0.2167,0.0962,0.4230,0.3751,0.4697,0.0579,0.3951,0.3489,0.4408,0.0584,0.3014,0.2567,0.3409,0.0709,0.4326,0.3755,0.4801,0.0600,262.4853,253.2657,271.6622,0.0174,246.6187,236.9863,256.6907,0.0202
C26025,0.3161,0.2663,0.3744,0.0925,0.1797,0.1453,0.2141,0.0960,0.3815,0.3342,0.4287,0.0633,0.4388,0.3930,0.4845,0.0520,0.2991,0.2550,0.3375,0.0674,0.3848,0.3317,0.4333,0.0683,265.7939,256.4300,274.8093,0.0173,249.5197,239.3518,259.5731,0.0199
C26027,0.3398,0.2912,0.3965,0.0821,0.1763,0.1448,0.2088,0.0902,0.3724,0.3288,0.4165,0.0598,0.4513,0.4095,0.4926,0.0460,0.2783,0.2377,0.3171,0.0703,0.3819,0.3325,0.4263,0.0637,268.2746,259.2424,277.0273,0.0168,254.2883,244.4807,263.7536,0.0189
C26029,0.4138,0.3610,0.4725,0.0665,0.1188,0.0849,0.1510,0.1405,0.3460,0.2988,0.3909,0.0675,0.5352,0.4930,0.5812,0.0418,0.2064,0.1637,0.2472,0.0976,0.3799,0.3285,0.4284,0.0659,276.7446,267.6640,285.9625,0.0168,263.8823,254.3116,273.3702,0.0185
C26031,0.2946,0.2429,0.3563,0.0988,0.1625,0.1271,0.1977,0.1086,0.4128,0.3638,0.4595,0.0600,0.4246,0.3785,0.4722,0.0558,0.2794,0.2350,0.3186,0.0749,0.4259,0.3707,0.4750,0.0627,265.5048,256.3586,274.2348,0.0173,249.9485,239.7102,259.9835,0.0203
C26033,0.3004,0.2386,0.3668,0.1066,0.1829,0.1399,0.2237,0.1180,0.3988,0.3394,0.4574,0.0750,0.4183,0.3644,0.4746,0.0664,0.3062,0.2556,0.3551,0.0813,0.3934,0.3318,0.4526,0.0752,262.6390,252.6220,272.5835,0.0191,246.7409,235.9310,257.4162,0.0216
C26035,0.2571,0.2003,0.3203,0.1149,0.2227,0.1820,0.2618,0.0898,0.4120,0.3547,0.4648,0.0681,0.3653,0.3136,0.4195,0.0718,0.3525,0.3045,0.3983,0.0647,0.3904,0.3303,0.4431,0.0722,257.7925,248.1975,267.0877,0.0188,241.0906,230.7641,251.4562,0.0215
C26037,0.4589,0.4077,0.5166,0.0591,0.1119,0.0810,0.1430,0.1398,0.3150,0.2696,0.3594,0.0708,0.5731,0.5314,0.6162,0.0370,0.1860,0.1477,0.2227,0.0975,0.3551,0.3067,0.4005,0.0688,281.1424,271.9876,289.7926,0.0160,269.1553,259.3683,278.7938,0.0181
C26039,0.3340,0.2796,0.3936,0.0836,0.1798,0.1427,0.2153,0.1021,0.3810,0.3311,0.4300,0.0666,0.4392,0.3924,0.4883,0.0545,0.2863,0.2433,0.3277,0.0726,0.3797,0.3253,0.4300,0.0687,265.7875,256.4614,275.2881,0.0178,251.3364,241.3286,261.1385,0.0197
C26041,0.3815,0.3317,0.4398,0.0729,0.1244,0.0902,0.1577,0.1349,0.3666,0.3193,0.4130,0.0646,0.5090,0.4643,0.5533,0.0440,0.2209,0.1785,0.2599,0.0889,0.3976,0.3452,0.4437,0.0634,275.0129,265.7493,284.0653,0.0166,260.9313,251.2056,270.5433,0.0185
C26043,0.3633,0.3105,0.4251,0.0831,0.1268,0.0907,0.1618,0.1421,0.3785,0.3287,0.4295,0.0663,0.4947,0.4471,0.5403,0.0476,0.2277,0.1839,0.2692,0.0915,0.4089,0.3532,0.4576,0.0662,273.9093,264.9794,283.0862,0.0165,259.2040,249.0865,269.5267,0.0198
C26045,0.4243,0.3759,0.4825,0.0660,0.1287,0.0981,0.1597,0.1173,0.3284,0.2869,0.3718,0.0659,0.5429,0.5008,0.5841,0.0385,0.2153,0.1755,0.2504,0.0858,0.3604,0.3103,0.4046,0.0675,277.3861,268.4891,286.1835,0.0160,264.1981,254.5908,273.9505,0.0183
C26047,0.4628,0.4058,0.5253,0.0638,0.1070,0.0653,0.1443,0.1860,0.3148,0.2587,0.3714,0.0894,0.5782,0.5289,0.6324,0.0454,0.1862,0.1387,0.2301,0.1209,0.3510,0.2932,0.4049,0.0785,280.2146,270.5972,289.8573,0.0172,268.0752,257.6660,278.8680,0.0196
C26049,0.3381,0.2872,0.3997,0.0903,0.1996,0.1661,0.2336,0.0859,0.3519,0.3057,0.3980,0.0677,0.4485,0.4040,0.4950,0.0508,0.3258,0.2837,0.3654,0.0632,0.3361,0.2836,0.3824,0.0781,265.8985,256.8937,274.6780,0.0169,248.9016,239.4555,258.3997,0.0195
C26051,0.2609,0.2089,0.3205,0.1097,0.2047,0.1678,0.2400,0.0888,0.4194,0.3691,0.4693,0.0609,0.3759,0.3285,0.4230,0.0629,0.3277,0.2803,0.3697,0.0659,0.4114,0.3549,0.4616,0.0645,260.4154,251.2521,269.3183,0.0175,244.4633,234.2823,254.5316,0.0207
C26053,0.2876,0.2276,0.3561,0.1159,0.1646,0.1217,0.2062,0.1317,0.4118,0.3503,0.4694,0.0739,0.4236,0.3684,0.4810,0.0665,0.2944,0.2415,0.3446,0.0867,0.4180,0.3535,0.4750,0.0730,264.2307,254.6748,274.0622,0.0186,246.8438,236.3730,257.4960,0.0215
C26055,0.4768,0.4263,0.5344,0.0555,0.0994,0.0655,0.1307,0.1647,0.3068,0.2603,0.3536,0.0772,0.5938,0.5500,0.6412,0.0380,0.1731,0.1331,0.2112,0.1125,0.3501,0.2987,0.3964,0.0704,282.6678,273.5851,291.9480,0.0162,270.8555,261.1928,280.3306,0.0180
C26057,0.2658,0.2123,0.3328,0.1208,0.1962,0.1550,0.2368,0.1048,0.4130,0.3586,0.4672,0.0671,0.3908,0.3401,0.4424,0.0652,0.3238,0.2767,0.3676,0.0695,0.4104,0.3500,0.4642,0.0724,261.0382,251.4987,270.5631,0.0182,243.6260,233.4247,253.9535,0.0212
C26059,0.2976,0.2459,0.3581,0.0958,0.1824,0.1488,0.2166,0.0948,0.4030,0.3563,0.4498,0.0589,0.4146,0.3703,0.4588,0.0534,0.2945,0.2507,0.3339,0.0693,0.4078,0.3559,0.4541,0.0619,264.9934,256.0136,273.8952,0.0170,249.9200,240.0969,259.3907,0.0194
C26061,0.3632,0.3036,0.4287,0.0870,0.1558,0.1136,0.1963,0.1347,0.3623,0.3032,0.4207,0.0819,0.4819,0.4282,0.5369,0.0576,0.2660,0.2158,0.3153,0.0918,0.3707,0.3074,0.4244,0.0817,270.3243,260.7272,280.0961,0.0182,254.4887,243.9214,265.0023,0.0208
C26063,0.2785,0.2272,0.3412,0.1062,0.1730,0.1378,0.2094,0.1045,0.4251,0.3755,0.4753,0.0589,0.4019,0.3555,0.4483,0.0583,0.2843,0.2388,0.3253,0.0749,0.4372,0.3829,0.4878,0.0603,264.4281,255.4194,273.3301,0.0171,249.7517,239.9824,259.6453,0.0200
C26067,0.3065,0.2541,0.3679,0.0973,0.1707,0.1359,0.2045,0.1011,0.4001,0.3528,0.4479,0.0595,0.4292,0.3851,0.4753,0.0522,0.2800,0.2373,0.3181,0.0722,0.4135,0.3605,0.4632,0.0625,266.1989,257.2200,275.3166,0.0170,251.2911,241.6357,261.1027,0.0194
C26069,0.2991,0.2496,0.3560,0.0892,0.1838,0.1507,0.2153,0.0893,0.4021,0.3550,0.4472,0.0574,0.4142,0.3710,0.4594,0.0531,0.2970,0.2565,0.3341,0.0641,0.4039,0.3533,0.4479,0.0593,264.1358,254.8145,273.3143,0.0176,249.2185,239.2866,258.9842,0.0198
C26071,0.2490,0.1898,0.3154,0.1299,0.1592,0.1157,0.2012,0.1348,0.4508,0.3927,0.5091,0.0654,0.3899,0.3352,0.4445,0.0709,0.2830,0.2306,0.3303,0.0879,0.4680,0.4051,0.5264,0.0636,262.0393,252.4571,271.4626,0.0186,246.0478,234.9832,256.4107,0.0218
C26073,0.3626,0.2899,0.4437,0.1054,0.1731,0.1190,0.2249,0.1567,0.3464,0.2718,0.4177,0.1084,0.4806,0.4131,0.5514,0.0719,0.2932,0.2330,0.3548,0.1040,0.3442,0.2658,0.4106,0.1099,268.7745,257.7386,279.4013,0.0205,251.1404,239.6184,263.2304,0.0234
C26075,0.3547,0.3041,0.4102,0.0766,0.1679,0.1376,0.1978,0.0887,0.3631,0.3203,0.4060,0.0592,0.4691,0.4280,0.5102,0.0437,0.2751,0.2360,0.3096,0.0664,0.3702,0.3216,0.4129,0.0638,269.2642,260.4121,278.2329,0.0168,254.4035,244.6758,263.8546,0.0191
C26079,0.2495,0.1965,0.3098,0.1153,0.2027,0.1659,0.2377,0.0899,0.4304,0.3796,0.4820,0.0605,0.3670,0.3198,0.4157,0.0663,0.3289,0.2834,0.3700,0.0654,0.4216,0.3663,0.4717,0.0619,258.6239,249.2357,267.4179,0.0177,242.5602,232.3816,252.7562,0.0209
C26081,0.4276,0.3767,0.4850,0.0640,0.1708,0.1409,0.1987,0.0846,0.2993,0.2574,0.3408,0.0706,0.5299,0.4892,0.5716,0.0391,0.2586,0.2210,0.2952,0.0687,0.3138,0.2658,0.3570,0.0756,274.0111,265.1262,283.0197,0.0163,260.5575,250.9884,270.3592,0.0187
C26083,0.3240,0.2434,0.4063,0.1252,0.1326,0.0690,0.1939,0.2366,0.4048,0.3218,0.4913,0.1062,0.4626,0.3879,0.5386,0.0837,0.2506,0.1776,0.3192,0.1388,0.4255,0.3423,0.5030,0.0923,267.1119,255.8856,278.0597,0.0213,251.3234,238.7031,263.9041,0.0251
C26085,0.2136,0.1572,0.2783,0.1426,0.2620,0.2214,0.3002,0.0776,0.4262,0.3709,0.4812,0.0649,0.3118,0.2618,0.3642,0.0820,0.4057,0.3580,0.4541,0.0571,0.3807,0.3215,0.4328,0.0741,251.4822,241.8604,261.1573,0.0192,233.6785,223.4936,243.6324,0.0217
C26087,0.3430,0.2927,0.4028,0.0826,0.1491,0.1167,0.1823,0.1097,0.3857,0.3405,0.4323,0.0597,0.4652,0.4211,0.5076,0.0472,0.2441,0.2013,0.2819,0.0817,0.4130,0.3625,0.4611,0.0599,270.2890,261.3927,279.4284,0.0168,256.8808,247.2212,266.4433,0.0189
C26089,0.4995,0.4470,0.5593,0.0555,0.0929,0.0579,0.1257,0.1813,0.2936,0.2455,0.3419,0.0820,0.6135,0.5686,0.6613,0.0373,0.1585,0.1163,0.1980,0.1250,0.3420,0.2899,0.3908,0.0737,284.5623,275.5391,293.7765,0.0162,273.5002,263.6725,283.2807,0.0181
C26091,0.3239,0.2710,0.3833,0.0897,0.1666,0.1337,0.2008,0.1003,0.3856,0.3399,0.4338,0.0613,0.4478,0.4032,0.4929,0.0497,0.2712,0.2291,0.3087,0.0720,0.4049,0.3513,0.4537,0.0632,267.1856,258.2370,276.0424,0.0171,252.4406,242.5201,262.1245,0.0195
C26093,0.4916,0.4386,0.5467,0.0557,0.0843,0.0512,0.1153,0.1892,0.3067,0.2612,0.3526,0.0745,0.6090,0.5662,0.6529,0.0357,0.1475,0.1085,0.1850,0.1252,0.3609,0.3115,0.4079,0.0683,285.4927,276.7008,294.6291,0.0158,275.0352,265.1749,284.4891,0.0177
C26095,0.2539,0.1975,0.3176,0.1222,0.2050,0.1632,0.2453,0.1010,0.4209,0.3632,0.4773,0.0683,0.3742,0.3233,0.4300,0.0718,0.3386,0.2887,0.3839,0.0695,0.4075,0.3472,0.4622,0.0694,258.1563,248.3827,267.5773,0.0188,241.0328,230.8014,251.7016,0.0220
C26097,0.3047,0.2466,0.3691,0.1017,0.1745,0.1318,0.2138,0.1192,0.4002,0.3432,0.4559,0.0725,0.4253,0.3740,0.4795,0.0633,0.2914,0.2422,0.3364,0.0821,0.4039,0.3428,0.4612,0.0709,263.7666,254.1922,273.0606,0.0185,248.6570,237.9516,259.1480,0.0213
